   5.5970430e+02   5.5874970e+02   5.5573040e+02   5.5453020e+02   5.4800690e+02   5.6110400e+02
   5.5800440e+02   5.5674890e+02   5.5346670e+02   5.5265350e+02   5.4617940e+02   5.5892220e+02
   5.5666250e+02   5.5646540e+02   5.5300560e+02   5.5144670e+02   5.4602570e+02   5.5843570e+02
   5.5687340e+02   5.5621550e+02   5.5264040e+02   5.5142700e+02   5.4578740e+02   5.5901680e+02
   5.5758440e+02   5.5675690e+02   5.5351700e+02   5.5245600e+02   5.4600370e+02   5.5924230e+02
   5.5690670e+02   5.5659470e+02   5.5375540e+02   5.5228860e+02   5.4669960e+02   5.5891090e+02
   5.5802720e+02   5.5649340e+02   5.5472660e+02   5.5308550e+02   5.4702970e+02   5.5978250e+02
   5.5778590e+02   5.5709030e+02   5.5445550e+02   5.5306230e+02   5.4751590e+02   5.5962440e+02
   5.5665510e+02   5.5651370e+02   5.5226700e+02   5.5165780e+02   5.4559560e+02   5.5839690e+02
   5.5549650e+02   5.5447640e+02   5.5142310e+02   5.5011690e+02   5.4440010e+02   5.5735870e+02
   5.5636970e+02   5.5571590e+02   5.5202070e+02   5.5128470e+02   5.4463770e+02   5.5822770e+02
   5.5311900e+02   5.5332090e+02   5.4892360e+02   5.4785800e+02   5.4140470e+02   5.5498450e+02
   5.5443090e+02   5.5441960e+02   5.4970040e+02   5.4956790e+02   5.4255940e+02   5.5667240e+02
   5.5498390e+02   5.5485380e+02   5.5070370e+02   5.4947660e+02   5.4340560e+02   5.5695760e+02
   5.5513750e+02   5.5422300e+02   5.5066870e+02   5.4963860e+02   5.4309550e+02   5.5696170e+02
   5.5391380e+02   5.5389790e+02   5.4973750e+02   5.4859990e+02   5.4227730e+02   5.5565670e+02
   5.5241830e+02   5.5224470e+02   5.4705040e+02   5.4674690e+02   5.3991190e+02   5.5396080e+02
   5.5353330e+02   5.5313440e+02   5.4864310e+02   5.4806450e+02   5.4167210e+02   5.5545830e+02
   5.4533130e+02   5.3560260e+02   5.4638080e+02   5.4361310e+02   5.3886140e+02   5.5200340e+02
   5.4596940e+02   5.3605470e+02   5.4696370e+02   5.4405090e+02   5.4012510e+02   5.5343610e+02
   5.4373290e+02   5.3350270e+02   5.4416540e+02   5.4099260e+02   5.3748950e+02   5.5015220e+02
   5.4431200e+02   5.3322410e+02   5.4341130e+02   5.4086540e+02   5.3758930e+02   5.4965130e+02
   5.4315340e+02   5.3287810e+02   5.4107240e+02   5.3679360e+02   5.3630220e+02   5.4585490e+02
   5.4292950e+02   5.3079760e+02   5.3983380e+02   5.3713830e+02   5.3567310e+02   5.4580340e+02
   5.4373200e+02   5.3241540e+02   5.4074760e+02   5.3796630e+02   5.3640670e+02   5.4674870e+02
   5.4383620e+02   5.3237570e+02   5.4066040e+02   5.3867900e+02   5.3587930e+02   5.4750730e+02
   5.4356110e+02   5.3175150e+02   5.3962040e+02   5.3750280e+02   5.3523000e+02   5.4627670e+02
   5.4193780e+02   5.2999530e+02   5.3810180e+02   5.3604000e+02   5.3370520e+02   5.4472470e+02
   5.4286980e+02   5.3092300e+02   5.3913550e+02   5.3717840e+02   5.3445660e+02   5.4584440e+02
   5.4382350e+02   5.3156790e+02   5.3998150e+02   5.3752320e+02   5.3539240e+02   5.4694370e+02
   5.4311090e+02   5.3042830e+02   5.3920310e+02   5.3748430e+02   5.3461540e+02   5.4590640e+02
   5.4200980e+02   5.3002680e+02   5.3799400e+02   5.3697160e+02   5.3436070e+02   5.4588380e+02
   5.4243100e+02   5.3125750e+02   5.3917080e+02   5.3708220e+02   5.3488430e+02   5.4588760e+02
   5.4184840e+02   5.3031220e+02   5.3855210e+02   5.3584990e+02   5.3358370e+02   5.4503890e+02
   5.4109800e+02   5.2923700e+02   5.3762700e+02   5.3582110e+02   5.3273770e+02   5.4473690e+02
   5.4139430e+02   5.2920620e+02   5.3828170e+02   5.3588160e+02   5.3371390e+02   5.4519720e+02
   5.4114710e+02   5.2893080e+02   5.3813020e+02   5.3597260e+02   5.3358030e+02   5.4479530e+02
   5.3983970e+02   5.2749050e+02   5.3605390e+02   5.3449010e+02   5.3172700e+02   5.4326060e+02
   5.4020600e+02   5.2840890e+02   5.3739040e+02   5.3554020e+02   5.3251980e+02   5.4379360e+02
   5.4155890e+02   5.2996650e+02   5.3781200e+02   5.3568130e+02   5.3344810e+02   5.4463510e+02
   5.3999280e+02   5.2817250e+02   5.3666610e+02   5.3509440e+02   5.3283600e+02   5.4430960e+02
   5.4079410e+02   5.2918960e+02   5.3698900e+02   5.3522550e+02   5.3309860e+02   5.4462610e+02
   5.4162400e+02   5.2952290e+02   5.3793250e+02   5.3595280e+02   5.3358090e+02   5.4535930e+02
   5.4028490e+02   5.2864580e+02   5.3773300e+02   5.3602290e+02   5.3289960e+02   5.4459030e+02
   5.4158920e+02   5.3048230e+02   5.3893890e+02   5.3665010e+02   5.3463140e+02   5.4637990e+02
   5.4022040e+02   5.2910080e+02   5.3751250e+02   5.3539230e+02   5.3302140e+02   5.4403730e+02
   5.4028880e+02   5.2895890e+02   5.3802610e+02   5.3575640e+02   5.3400620e+02   5.4519320e+02
   5.4278020e+02   5.3143580e+02   5.3951140e+02   5.3705540e+02   5.3518840e+02   5.4593870e+02
   5.4302320e+02   5.3201630e+02   5.4007940e+02   5.3860920e+02   5.3561530e+02   5.4727070e+02
   5.4351840e+02   5.3187830e+02   5.4014930e+02   5.3835810e+02   5.3544920e+02   5.4646420e+02
   5.4385790e+02   5.3211650e+02   5.4055630e+02   5.3778850e+02   5.3629430e+02   5.4730070e+02
   5.4390010e+02   5.3195590e+02   5.4013790e+02   5.3818010e+02   5.3525050e+02   5.4703090e+02
   5.4323770e+02   5.3222990e+02   5.3967700e+02   5.3803690e+02   5.3511540e+02   5.4621090e+02
   5.4479740e+02   5.3255020e+02   5.4122820e+02   5.3886830e+02   5.3592030e+02   5.4789690e+02
   5.4286220e+02   5.3154310e+02   5.3969670e+02   5.3831330e+02   5.3516500e+02   5.4658690e+02
